"gloss","id"
"nappie",73
"nappie_nappie",1
"nappies",11
"naps",20
"narwhal",4
"narwhals",1
"nasals",1
"nastiness",1
"nation",6
"national",8
"nations",6
"native",2
"natives",2
"nativity",6
"nature",26
"nature's",2
"naught",2
"nautilus",2
"navel",4
"navigator",2
"navy",17
"neatie",1
"necessities",2
"neck",566
"necklace",187
"necklaces",12
"necks",21
"necktie",7
"neckties",5
"nectar",21
"nectarine",6
"nectarines",6
"need",251
"needle",87
"needle's",1
"needles",25
"needs",94
"negation",1
"negative",5
"negatives",7
"neglect",1
"negotiation",1
"neighbor",55
"neighbor's",1
"neighborhood",62
"neighborhoods",2
"neighbors",30
"neighbors's",1
"neologism",1
"neon",4
"nephew",22
"nephews",4
"nerd",5
"nerve",9
"nerves",7
"nest",227
"nests",23
"net",57
"nets",2
"network",2
"networks",1
"neurotic",1
"newlyweds",1
"news",103
"news'll",1
"newscasters",1
"newscasts",1
"newsletter",2
"newspaper",255
"newspapers",36
"newt",14
"newts",1
"nibble",57
"nibbler",3
"nibbles",3
"nick",10
"nickel",144
"nickel's",1
"nickels",35
"nickle",7
"niece",21
"nieces",2
"nigger",2
"night",2901
"night_night",188
"night_nights",4
"night's",1
"nightie",8
"nightie_nightie",1
"nightingale",2
"nightmare",19
"nightmares",19
"nights",48
"nightshirt",4
"nines",3
"nineties",1
"ninja",10
"nip",3
"nipple",35
"nipples",9
"nit",1
"nitrogen",4
"no-no",178
"no-nos",8
"nod",11
"noggin",9
"noise",1432
"noises",219
"noisie",3
"noisies",2
"non_sequitur",1
"nondependents",1
"nondrinkers",1
"nondrip",1
"nonfiction",1
"nonfood",1
"nonp_c",1
"nonpareil",1
"nonpolluters",1
"nonsense",26
"nonstop",4
"nontoys",1
"nonwheat",1
"nonwholewheat",1
"noodle",100
"noodles",176
"nook",3
"noon",35
"noontime",7
"norm",1
"north",21
"nose",2888
"noser",1
"noses",44
"nosh",1
"nosie",4
"nosies",1
"nostalgia",1
"nostril",1
"nostrils",1
"notch",3
"notches",2
"note",60
"notebook",22
"notebooks",2
"notes",49
"notice",52
"notices",3
"notification",1
"notion",3
"noun",6
"nouns",9
"nourishment",1
"novel",7
"novelty",8
"novelty's",1
"novocaine",1
"nowhere",14
"nowhere's",2
"nudge",2
"nudist",2
"nugget",14
"nuggets",22
"nuisance",4
"number",573
"number's",16
"numbers",348
"numbskull",1
"numeral",1
"nummies",1
"nummy",28
"nun",8
"nuns",7
"nurse",198
"nursery",123
"nurses",18
"nursie",79
"nursies",66
"nurturer",1
"nut",175
"nut's",1
"nutcracker",18
"nutmeg",7
"nutrition",6
"nuts",94
"o_j",1
"o'clock",410
"o'clocks",2
"oak",21
"oaks",1
"oar",7
"oars",1
"oasis",2
"oat",7
"oatie",14
"oatmeal",367
"oats",14
"object",31
"objective",1
"objects",29
"oboe",7
"obscenity",1
"observation",6
"observations",1
"observatory",3
"observer",2
"obsession",6
"obstacle",13
"obstacles",3
"occasion",7
"occasions",2
"occupations",1
"occurrence",1
"ocean",336
"oceans",15
"ocelot",2
"octagon",21
"octagons",2
"octopi",10
"octopus",255
"octopuses",11
"ode",1
"odometer",1
"odor",2
"odors",1
"offense",3
"offer",10
"office",230
"officer",27
"officers",13
"offices",8
"official",8
"ogre",3
"oil",271
"oiler",1
"ointment",14
"oldies",1
"olie",20
"olive",14
"olives",91
"oma",1
"omelet",4
"omelets",1
"omelette",11
"omelettes",1
"ones",1404
"onesie",11
"onion",60
"onions",71
"onsie",5
"onsies",3
"onus",1
"ooze",3
"opa",2
"opener",2
"opera",9
"operas",2
"operation",12
"operator",12
"opinion",20
"opinions",2
"opossum",55
"opossums",5
"opportunity",17
"opposite",21
"opposites",36
"opposition",2
"option",16
"options",11
"orange",952
"oranges",326
"orangie",3
"orangutan",22
"orangutans",2
"orator",1
"orb",1
"orbit",2
"orbits",2
"orca",1
"orchard",4
"orchards",2
"orchestra",21
"orchestra's",1
"orchestras",1
"orchid",7
"order",111
"orderly",2
"orders",7
"ordinary",7
"ore",3
"oregano",4
"oreo",5
"oreo's",2
"oreos",3
"organ",7
"organization",2
"organizer",2
"orientation",1
"origami",9
"origin",1
"ornament",2
"ornaments",15
"orphan",13
"orthodontist",2
"orzo",21
"osteopathy",1
"ostrich",93
"ostriches",8
"otoscope",3
"otter",163
"otter's",1
"otters",15
"ouch",367
"ouchies",3
"ounce",9
"ounces",17
"out",41
"outbursts",1
"outcome",1
"outdoors",18
"outfield",1
"outfit",103
"outfits",10
"outfitters",1
"outie",1
"outing",8
"outlaw",3
"outlet",9
"outlets",3
"outline",10
"outpost",1
"outs",2
"outside",104
"outsides",2
"oval",40
"ovals",3
"ovaries",1
"oven",348
"oven's",2
"overcast",2
"overcoats",2
"overdue",1
"overhead",3
"overpayment",1
"owie",53
"owies",3
"owl",912
"owl's",16
"owlet",4
"owlets",27
"owls",89
"owner",16
"owners",5
"ownership",1
"ox",7
"oxygen",18
"oyster",12
"oystering",6
"oysters",12
"pa",39
"pac_man",1
"pace",10
"pacie",11
"pacifier",66
"pacifiers",4
"pack",95
"pack's",2
"package",112
"packages",24
"packer",2
"packet",11
"packets",1
"packs",10
"pad",90
"paddle",30
"paddles",2
"paddock",1
"paddy",2
"pads",14
"paella",1
"pagan",1
"page",2091
"pageant",4
"pager",1
"pages",417
"pail",135
"pails",9
"pain",36
"pains",1
"paint",355
"paint's",1
"painter",19
"painters",12
"paints",65
"pair",304
"pairs",23
"pajamas",408
"pal",56
"palace",63
"palaces",1
"pale",6
"paleontologist",1
"palette",2
"pallette",1
"palm",22
"palms",1
"pals",13
"pan",346
"pancake",112
"pancakes",235
"panda",211
"panda's",1
"pandas",11
"pane",2
"panel",1
"panels",1
"panes",2
"panic",4
"pans",68
"pansies",4
"pansy",4
"panther",34
"panthers",1
"pantomime",1
"pantry",7
"pants",2
"pap",1
"papa",139
"papa's",3
"papas",2
"papaya",4
"paper",2125
"paper's",8
"paperback",3
"paperbacks",1
"papers",127
"paperweight",1
"papitas",4
"pappy",3
"paprika",8
"par",2
"parachute",22
"parade",122
"parade's",1
"parades",3
"paradise",1
"paragraph",8
"paragraphs",1
"parakeet",8
"parallel",1
"paramedic",1
"paraphernalia",1
"paraphrase",1
"paraplegic",1
"parasol",4
"parcel",1
"parchment",1
"pardon",38
"parent",23
"parents",182
"parents's",1
"parers",1
"parfait",6
"park",546
"parka",2
"parkie",1
"parks",4
"parliament",1
"parlor",37
"parmesan",4
"parody",1
"parrot",100
"parrot's",1
"parrots",24
"parsley",24
"parsnip",1
"parsnips",1
"part",1688
"part's",5
"participant",1
"participation",2
"particles",4
"particular",51
"parties",18
"partner",20
"partners",5
"partridge",4
"parts",188
"party",957
"party's",4
"partys",1
"pass",35
"passage",3
"passages",1
"passenger",47
"passengers",128
"passes",1
"passey",3
"passie",1
"passies",1
"passport",6
"passports",2
"past",5
"pasta",266
"pastas",3
"paste",23
"pastels",16
"pasteurization",1
"pastime",2
"pastina",2
"pastrami",4
"pastries",1
"pastry",5
"pasture",20
"pat",107
"patch",48
"patches",7
"patchwork",4
"pate",7
"path",65
"paths",3
"patience",29
"patient",62
"patients",18
"patio",17
"patrol",7
"pats",3
"patter",47
"pattern",36
"patterns",9
"pattie",1
"patties",4
"pause",32
"pauses",1
"pavement",15
"paver",2
"pavilion",1
"paw",60
"pawn",1
"paws",52
"pay",98
"paycheck",5
"paychecks",1
"payday",5
"payday's",1
"payers",1
"payment",4
"payments",1
"pea",126
"peace",37
"peach",178
"peaches",146
"peacock",117
"peacocks",17
"peak",15
"peaks",2
"peanut",394
"peanuts",100
"pear",314
"pearl",9
"pearls",12
"pears",355
"peas",1891
"peasants",1
"pebble",8
"pebbles",5
"pecan",8
"pecans",1
"peccary",2
"peck",43
"pecker",1
"peckers",1
"pedal",16
"pedaler",1
"pedals",15
"peddler",9
"pedestal",1
"pediatrician",9
"pedicure",1
"pee",184
"pee_pee",174
"pee_pees",3
"peek",140
"peeker",3
"peel",63
"peeler",1
"peels",6
"peep",64
"peep_peep",2
"peep_peeps",1
"peeper",7
"peepers",1
"peeps",2
"peers",1
"pees",1
"peg",72
"pegboard",2
"pegger",1
"peggie",1
"pegs",20
"pelican",12
"pelicans",1
"pellets",2
"pen",415
"pen's",2
"penalty",4
"pence",2
"pencil",426
"pencils",80
"pendulum",1
"penguin",199
"penguin's",2
"penguins",136
"penicillin",8
"penis",27
"penises",5
"penmanship",6
"penne",12
"pennies",121
"penny",221
"penny's",4
"pennys",42
"pens",56
"pentagon",34
"pentagons",5
"peonies",1
"peony",1
"people",3253
"people's",2
"people've",1
"peoples",26
"pep",2
"pepe",1
"pepper",251
"peppermint",20
"pepperoni",45
"pepperonis",6
"peppers",84
"perambulator",1
"percent",33
"perch",7
"percolator",1
"percussion",4
"perfection",1
"perfectionist",1
"performance",9
"performer",3
"perfume",14
"peril",1
"perimeter",2
"period",111
"periods",7
"periscope",2
"periwinkle",2
"periwinkles",3
"permanence",1
"permanent",3
"permission",19
"peroxide",2
"person",789
"person's",16
"persona",1
"personalities",1
"personality",29
"personnel",2
"persons",9
"perspective",5
"perspectives",1
"perspiration",1
"persuasion",1
"pest",8
"pesto",2
"pests",1
"pet",183
"petal",12
"petals",17
"peter",1
"petition",2
"pets",50
"petticoat",4
"petticoats",2
"petunia",1
"petunias",8
"pew",18
"pewter",1
"phallus",1
"pharmacy",5
"phase",16
"phases",3
"pheasant",1
"pheasants",10
"philanthropist",1
"philharmonic",6
"philodendron",1
"philosophy",7
"phoebe",3
"phone",1460
"phone's",18
"phoneme",1
"phones",41
"phonograph",8
"phony",12
"phosphorus",1
"photo",12
"photograph",18
"photographer",7
"photographers",1
"photographs",19
"photography",1
"photos",2
"photosynthesis",4
"phrase",17
"phrases",2
"phyllo",1
"physics",3
"physiology",1
"pianist",1
"piano",221
"pianos",3
"piccalilli",2
"piccolo",5
"picker",21
"pickerel",1
"picket",3
"pickets",1
"pickle",302
"pickles",132
"picnic",500
"picnic's",2
"picnics",16
"picture",2713
"picture's",8
"pictures",1054
"pidgin",1
"pie",942
"piece",2837
"pieces",1079
"pier",5
"pies",65
"pig",1368
"pig's",8
"pigeon",15
"pigeons",30
"piggie",339
"piggies",135
"piggy",3
"piggy's",1
"piggys",11
"piglet",81
"piglets",63
"pigs",361
"pike",3
"pilaf",3
"pile",263
"piles",29
"pilferage",1
"pilgrim",1
"pilgrims",6
"pill",18
"pillar",3
"pillow",481
"pillow's",2
"pillows",89
"pills",25
"pilot",70
"pilot's",1
"pilots",4
"pimento",1
"pimientos",1
"pimple",3
"pimples",7
"pin",188
"pin's",1
"pina_colada",1
"pinafore",2
"pinata",14
"pinball",5
"pincers",1
"pinch",67
"pincher",2
"pinchers",13
"pinches",3
"pinchie",2
"pine",51
"pineapple",77
"pineapples",10
"pinecone",6
"pinecones",7
"pines",3
"pinhead",1
"pink",451
"pinkie",27
"pinkies",3
"pinks",5
"pins",48
"pinto",5
"pip",2
"pipe",260
"piper",2
"pipers",2
"pipes",43
"pipsqueak",2
"pique",1
"piranha",6
"piranhas",1
"pirate",87
"pirates",46
"pistachio",8
"pistol",8
"pit",32
"pita",1
"pitch",13
"pitcher",207
"pitchers",7
"pith",3
"pits",10
"pitter",37
"pity",6
"pixie",2
"pizza",2336
"pizza's",7
"pizzas",49
"place",1329
"placemat",17
"placemats",2
"placement",2
"places",160
"plaid",10
"plain",37
"plains",36
"plan",111
"plane",355
"planes",38
"planet",92
"planetarium",6
"planets",40
"plank",4
"planks",2
"plankton",4
"planner",4
"plans",31
"plant",234
"plantation",2
"plantations",1
"planter",7
"plants",190
"plaque",2
"plaster",11
"plasterer",3
"plastic",226
"plastics",4
"plate",1586
"plate's",1
"platelets",1
"plates",332
"platform",17
"platforms",2
"platinum",1
"platter",6
"platypus",5
"play",4481
"playback",1
"playdoh",2
"player",133
"player's",1
"players",22
"playoffs",1
"plays",69
"plaza",3
"plea",1
"pleasure",27
"pleasures",1
"pledge",7
"plenty",87
"plethora",1
"plier",3
"pliers",11
"plot",6
"plover",1
"plow",30
"plows",2
"plug",61
"plugs",20
"plum",69
"plumb",1
"plumber",22
"plumbers",2
"plumeria",10
"plumerias",1
"plums",309
"plunge",1
"plunger",4
"plunges",1
"plural",2
"plurals",1
"plus",7
"plush",12
"pneumonia",6
"poachers",4
"pocket",553
"pocket's",4
"pockets",70
"pod",16
"podium",1
"pods",7
"poem",18
"poems",16
"poet",3
"poetry",13
"poets",1
"pogo",3
"poi",1
"point",356
"pointer",13
"points",86
"poison",31
"poisons",2
"poker",9
"pokers",1
"pole",111
"poles",17
"police",263
"policy",1
"polie",2
"polish",48
"politeness",2
"politician",1
"politicians",1
"polka",33
"pollen",9
"pollutants",1
"pollution",3
"polo",2
"polyester",1
"polyphenol",1
"polyphenols",3
"pomegranate",11
"pomegranates",7
"pomp",1
"pompom",20
"pompoms",53
"pompon",1
"poncho",4
"pond",269
"ponds",4
"ponies",52
"pontoon",1
"pontoons",7
"pony",156
"ponys",1
"poo",168
"poo_poo",63
"poo_poos",4
"poo's",1
"pooch",5
"poochie",3
"poodle",101
"poodles",4
"pooey",5
"pooie",7
"pool",387
"pools",7
"poop",111
"pooper",1
"poopie",113
"poopies",16
"poops",16
"poopsie",9
"poos",3
"pop",815
"pop_pop",3
"pope",3
"poplar",1
"poppa",1
"popper",7
"poppers",2
"poppies",12
"poppy",20
"pops",18
"popsickle",1
"popsicle",127
"popsicles",24
"population",3
"porcelain",4
"porch",75
"porcini",1
"porcupine",128
"porcupine's",3
"porcupines",9
"pore",1
"pores",2
"pork",105
"pork's",1
"porkchop",20
"porkchoppies",1
"porkchops",12
"porpoise",6
"porpoises",4
"porridge",98
"port",4
"portfolio",1
"porthole",2
"portion",3
"portrait",6
"portraits",2
"pose",17
"poser",1
"poses",2
"posey",3
"posies",18
"position",30
"positions",8
"positive",10
"positives",4
"possession",1
"possessive",2
"possibilities",2
"possibility",8
"possum",15
"possums",7
"post",58
"postage",4
"postcard",1
"poster",38
"posterity",3
"posters",6
"posts",4
"postures",2
"posy",16
"pot",702
"potassium",2
"potato",327
"potatoes",437
"potatos",76
"potential",1
"potholes",1
"potion",3
"potpourri",2
"pots",102
"potter",1
"pottery",7
"pottie",169
"potties",20
"pouch",81
"pouches",1
"poultry",3
"poultry's",1
"poults",3
"pound",60
"poundage",1
"pounder",1
"pounds",117
"pout",9
"powder",115
"power",80
"powers",17
"powwow",1
"pox",24
"practice",78
"prairie",11
"prairies",2
"praise",22
"praline",2
"prank",1
"prayer",21
"prayers",55
"pre-ops",1
"preacher",1
"predator",2
"predators",5
"predecessors",1
"predicament",1
"predictability",1
"prediction",2
"predictions",1
"preface",1
"preference",15
"preferences",2
"pregnancy",3
"prekindergarten",1
"premises",2
"premium",3
"preparation",6
"preparations",1
"preschool",257
"preschooler",2
"preschoolers",1
"preschools",1
"prescription",9
"prescriptions",2
"presence",5
"present",322
"present's",1
"presentation",4
"presents",241
"preservatives",1
"preserve",2
"preserves",1
"president",65
"presidents",6
"press",157
"presses",1
"pressure",30
"presto",1
"pretender",1
"pretties",2
"pretzel",43
"pretzels",71
"prevention",1
"preview",1
"previews",1
"prey",5
"price",69
"prices",11
"prick",2
"prickers",4
"prickles",3
"pricklies",1
"pride",12
"prides",1
"priest",2
"priests",1
"primary",4
"primates",1
"prime",1
"primrose",2
"prince",156
"princes",1
"princess",181
"princesses",13
"principal",20
"principle",8
"print",17
"prints",6
"priorities",2
"priority",4
"prioritys",1
"prison",10
"prisoner",1
"prisoners",2
"privacy",5
"private",17
"privates",2
"privilege",5
"privileges",2
"prize",94
"prizes",24
"pro",8
"probability",1
"probe",3
"problem",497
"problem's",1
"problems",95
"procedure",9
"process",15
"processes",2
"processor",1
"proclamation",1
"procrastinator",1
"produce",2
"product",7
"production",5
"products",8
"profession",1
"professional",3
"professionals",2
"professions",1
"professor",11
"professors",2
"proficiency",1
"profit",2
"progeny",2
"program",82
"programmer",2
"programs",18
"progress",11
"progresses",1
"progression",1
"project",53
"projectiles",1
"projector",2
"projects",12
"proliferation",1
"promenade",5
"promise",34
"promises",10
"promotion",4
"prong",2
"pronoun",3
"pronouns",3
"pronunciation",12
"proof",7
"propeller",39
"propellers",15
"proper",1
"property",11
"proportion",2
"proportions",1
"proposal",3
"proposition",1
"props",1
"prosciutto",1
"prosody",1
"prospectors",1
"prosperity",2
"protection",4
"protein",32
"proteins",1
"protest",1
"protocol",1
"proton",1
"providence",16
"provider",2
"provolone",4
"prowl",2
"proximity",2
"prune",9
"prunes",17
"psalm",4
"psalms",3
"psych",2
"psyche",1
"psychiatrist",2
"psychiatrists",1
"psychic",1
"psycho",5
"psychology",7
"pterodactyl",23
"pterodactyls",3
"public",15
"publications",1
"publisher",2
"puck",11
"pucks",2
"pudding",123
"puddle",69
"puddles",17
"puff",62
"puffer",4
"puffin",7
"puffins",2
"puffs",8
"puggles",1
"puke",2
"puller",1
"pullers",3
"pulley",1
"pulleys",3
"pullover",2
"pulp",7
"pumas",1
"pump",45
"pumper",2
"pumpernickel",1
"pumpernickle",3
"pumpkin",518
"pumpkin's",1
"pumpkins",81
"pumps",1
"pun",3
"punch",45
"puncher",2
"punchers",1
"punctuation",6
"punishment",26
"punishments",1
"punk",3
"punkie",1
"puns",1
"pup",43
"pupa",3
"pupae",3
"pupil",8
"pupils",4
"puppet",340
"puppet's",5
"puppets",122
"puppies",172
"puppy",1009
"puppy's",10
"puppys",57
"pups",9
"purchase",1
"purchases",2
"puree",2
"purees",4
"purifier",1
"purist",1
"purple",439
"purple's",3
"purples",9
"purpose",72
"purposeful",1
"purposes",7
"purse",220
"purses",5
"pursuit",2
"pursuits",1
"pus",1
"push",923
"pusher",3
"pushes",12
"puss",20
"pussy",85
"put",2
"putt",5
"putter",2
"putter's",1
"putty",11
"puzzle",1028
"puzzle's",4
"puzzler",2
"puzzles",243
"pyramid",10
"pyramids",6
"python",1
"pythons",1
"q_tips",4
"quack",854
"quack_quack",22
"quackeroo",3
"quackers",1
"quacks",2
"quadriplegic",3
"quagmire",3
"quail",10
"quails",1
"quality",10
"quantities",2
"quantity",1
"quarrel",1
"quarry",2
"quart",15
"quarter",201
"quarters",51
"quartet",1
"quarts",43
"quartz",2
"queen",193
"queens",7
"quesadilla",1
"quesadillas",2
"question",463
"questionaire",2
"questionnaire",7
"questionnaires",4
"questions",123
"quests",1
"quetzal",4
"quiche",14
"quickie",1
"quicksand",6
"quiet",222
"quieter",7
"quietness",2
"quill",2
"quills",8
"quilt",37
"quilts",15
"quince",1
"quintuplets",1
"quirk",1
"quitter",1
"quiz",4
"quizzers",1
"quota",2
"quotation",2
"quote",2
"r_v",1
"rabbi",1
"rabbit",870
"rabbit's",12
"rabbits",151
"rabies",7
"raccoon",143
"raccoons",24
"race",316
"racer",8
"racers",5
"races",10
"rack",45
"racket",32
"rackets",3
"racks",1
"racoon",29
"racoon's",1
"racoons",5
"racquet",9
"racquets",2
"radar",3
"radiator",25
"radiators",1
"radio",168
"radio's",2
"radiology",1
"radios",4
"radish",15
"radishes",13
"raffia",1
"raffle",9
"raft",25
"rafts",4
"rag",39
"rage",2
"rags",27
"rail",14
"railing",10
"railroad",83
"railroads",1
"rails",5
"rain",572
"rain's",1
"raindrop",3
"raindrops",15
"rains",3
"rainstorm",1
"rainstorms",1
"raise",24
"raiser",1
"raisin",132
"raisins",322
"rake",86
"rakes",4
"rakie",1
"rally",2
"ram",90
"ramen",2
"rammer",1
"ramp",75
"ramps",6
"rams",7
"ranch",13
"random",5
"range",17
"ranger",6
"rap",12
"rape",1
"rapist",1
"raptor",1
"raptors",1
"raptures",1
"rascal",12
"rascals",1
"rash",22
"rashes",3
"raspberries",50
"raspberry",27
"rat",66
"ratatouille",1
"ratchet",1
"ratchets",1
"rate",17
"rates",3
"rats",38
"rattle",251
"rattles",36
"rattlesnake",8
"rattlesnakes",8
"raven",5
"ravens",4
"ravine",3
"ravioli",16
"raviolis",11
"raviolo",1
"rawhide",1
"ray",26
"rays",19
"razor",26
"razors",2
"razzmatazz",1
"reach",130
"reaches",1
"reaction",34
"reactions",3
"read",5
"reader",18
"readers",3
"reality",7
"realm",1
"rear",17
"reason",362
"reasons",22
"rebate",2
"rebel",2
"rebels",1
"recall",1
"recalls",1
"receipt",10
"receipts",3
"receiver",32
"receivers",1
"reception",5
"receptionist",1
"recess",18
"recipe",44
"recipes",10
"recital",13
"recital's",1
"recklessness",1
"recognition",10
"recollection",4
"recommendation",4
"recommendations",2
"record",193
"record's",1
"recorder",729
"recorder's",1
"recorders",10
"recordie",1
"records",32
"recovery",4
"recreation",2
"rectangle",109
"rectangles",16
"recyclable",5
"recyclables",1
"red",1473
"red's",3
"redbud",1
"redhead",1
"reds",21
"redundancy",1
"redwood",1
"reeds",5
"reef",5
"reel",11
"reelection",1
"reels",1
"referee",4
"reference",8
"referendum",1
"referent",1
"reflection",22
"reflections",1
"reflector",1
"reflex",2
"reflexes",3
"reflux",4
"refraction",1
"refresher",2
"refreshment",2
"refreshments",3
"refrigerant",1
"refrigeration",1
"refrigerator",542
"refrigerator's",2
"refrigerators",2
"refuge",1
"refuse",2
"refuses",1
"regard",2
"regards",1
"reggae",1
"register",164
"registers",5
"regret",1
"rehabilitation",1
"rehearsal",2
"reign",1
"reindeer",96
"reindeers",4
"reinforcement",1
"reinforcer",1
"reins",3
"rejection",1
"relation",1
"relations",9
"relationship",5
"relative",34
"relatives",10
"release",3
"releases",1
"relevance",3
"relief",11
"religion",2
"relish",7
"remainder",1
"remark",3
"remedy",1
"remember",3
"reminder",2
"remorse",2
"remote",41
"remotes",6
"remover",2
"remuneration",1
"rendition",1
"renegade",1
"renewal",1
"rent",13
"rental",3
"rentals",1
"repair",12
"repairs",3
"repartee",1
"repeat",13
"repeats",2
"repellent",1
"repetition",1
"replacement",2
"replacements",1
"replication",1
"reply",7
"report",33
"reporter",1
"reporters",2
"reports",2
"representation",4
"reproduction",1
"reptile",8
"reptiles",8
"republic",1
"republican",1
"republicans",1
"reputation",1
"request",9
"requests",2
"requirement",1
"requirements",1
"rescue",33
"research",10
"researcher",1
"reservation",11
"reserve",2
"reserves",1
"reservoir",3
"resident",1
"residents",4
"residue",1
"resistance",2
"resolution",1
"resolutions",3
"resolve",1
"resource",2
"resources",3
"respect",4
"response",9
"responses",1
"responsibilities",7
"responsibility",12
"rest",848
"restaurant",150
"restaurants",14
"restriction",1
"result",3
"results",3
"resume",2
"retainer",3
"retardo",1
"retort",3
"retrieval",1
"retriever",3
"retrievers",4
"return",28
"returns",1
"reunion",3
"reunions",1
"revenge",4
"reversal",1
"reverse",5
"review",1
"reviews",2
"revolt",1
"revolution",1
"reward",8
"rewards",3
"rewrite",1
"rhino",28
"rhinoceros",153
"rhinoceroses",10
"rhinos",7
"rhyme",61
"rhymes",48
"rhythm",16
"rib",7
"ribbon",144
"ribbon's",1
"ribbons",35
"ribcage",1
"ribs",28
"rice",573
"rice_krispies",1
"ricies",2
"riddance",1
"riddle",9
"riddles",9
"ride",812
"rider",16
"riders",29
"rides",112
"ridge",3
"ridges",34
"rifle",8
"rifles",3
"rig",2
"rigatoni",1
"right",840
"righteousness",1
"rights",5
"rim",3
"rinds",1
"ring",733
"ring_ring",2
"ringer",1
"ringers",1
"rings",222
"rink",10
"rinks",2
"rinse",23
"rinsie",2
"riot",8
"ripple",1
"risk",3
"ritual",5
"river",265
"river's",2
"riverbank",2
"rivers",24
"rivet",20
"roach",1
"roaches",1
"road",440
"roadblock",4
"roadgrader",6
"roads",36
"roadster",1
"roar",109
"roars",10
"roast",102
"roast's",1
"roaster",2
"robber",15
"robbers",31
"robbery",1
"robe",27
"robes",1
"robin",36
"robins",5
"robot",90
"robots",13
"rock",469
"rock's",2
"rocker",16
"rockers",2
"rockery",2
"rocket",506
"rocket's",1
"rockets",7
"rockie",4
"rocks",340
"rod",19
"rodent",1
"rodents",5
"rodeo",6
"rods",8
"rogue",3
"role",6
"roles",1
"rolie",15
"roll",295
"roller",88
"rollers",4
"rollie",4
"rolls",50
"rolly_polly",1
"rolly-polly",10
"romance",2
"romantic",3
"romper",2
"roof",263
"roofs",15
"rooftop",1
"rooftops",10
"rookies",2
"room",2869
"roomie",3
"rooms",45
"rooster",375
"rooster'll",2
"rooster's",2
"roosters",38
"root",55
"roots",26
"rope",174
"ropes",13
"rosary",1
"rose",64
"rosebud",2
"rosebush",2
"rosemaries",1
"rosemary",8
"roses",46
"rosey",10
"rosie",32
"rosies",9
"rot",2
"rotation",2
"rote",1
"roti",3
"rotors",1
"rouge",3
"roughage",1
"round",100
"roundabout",2
"roundhouse",2
"rounds",6
"route",19
"router",1
"routine",28
"routines",4
"rover",6
"row",199
"rowdy",1
"rower",1
"rowers",2
"rows",17
"rub",87
"rubbage",2
"rubber",252
"rubbers",6
"rubbish",11
"rubble",2
"rubdown",1
"rubs",1
"ruby",5
"ruckus",2
"rudder",1
"rue",8
"rues",1
"rug",345
"rug's",4
"rugby",2
"rugs",11
"ruin",2
"ruins",1
"rule",82
"ruler",23
"rulers",2
"rules",83
"rum",19
"rumble",19
"rumbles",1
"rumblie",3
"ruminant",1
"rummy",1
"rump",4
"rumpus",6
"run",1
"runaway",1
"rung",6
"rungs",2
"runner",12
"runners",3
"runt",1
"runts",1
"rush",30
"rushes",2
"rustle",1
"rustles",2
"rutabaga",3
"rye",17
"saber",6
"sabers",1
"sack",59
"sacks",3
"sacrament",2
"sacrifice",1
"saddies",2
"saddle",23
"saddles",1
"sadness",7
"safari",18
"safaris",1
"safe",138
"safeguard",1
"safes",8
"safety",43
"sage",2
"sail",49
"sailor",170
"sailors",36
"sails",10
"saint",3
"sake",26
"sakes",13
"salad",400
"salad's",3
"salads",11
"salamander",8
"salamanders",3
"salami",259
"salamis",1
"sale",121
"sales",19
"salesman",2
"saleswomen",1
"saliva",2
"salmon",55
"salon",2
"saloon",4
"salsa",6
"salt",335
"salt's",1
"saltine",2
"saltines",3
"salutation",1
"salute",1
"salvation",1
"sample",10
"samples",3
"sanctuary",13
"sand",412
"sandal",14
"sandals",58
"sander",3
"sanderling",2
"sanders",1
"sandpaper",1
"sands",2
"sandwich",904
"sandwiches",105
"sanitation",3
"sanitizer",1
"sap",1
"sapling",1
"sardine",1
"sardines",19
"saris",1
"sash",10
"satchel",1
"satellite",11
"satin",4
"satisfaction",3
"saturday",51
"saturdays",1
"sauce",345
"saucepan",3
"saucer",62
"saucers",33
"sauces",1
"sauerkraut",2
"sausage",269
"sausages",39
"savages",1
"savanna",2
"saver",1
"savers",5
"savings",8
"savor",1
"savory",2
"saw",294
"sawdust",3
"sawmill",7
"saws",1
"saxophone",5
"scab",10
"scab's",1
"scale",38
"scales",28
"scallions",1
"scallywag",1
"scalp",1
"scan",3
"scandal",3
"scanner",2
"scanners",1
"scape",1
"scapes",2
"scar",9
"scarab",1
"scare",37
"scares",5
"scarf",91
"scarfs",1
"scars",7
"scarves",9
"scatter",2
"scatters",2
"scavenger",2
"scenario",3
"scenarios",1
"scene",33
"scenery",4
"scenes",6
"scent",2
"scents",1
"schedule",44
"schedule's",1
"schedules",1
"schmuck",1
"schnauzer",1
"scholar",3
"scholarship",1
"school",3769
"school'll",1
"school's",8
"schools",54
"schooner",1
"sciatica",1
"science",50
"scientist",6
"scientists",9
"scissors",243
"scone",3
"scoop",140
"scooper",10
"scoops",7
"scooter",72
"scooters",7
"scope",4
"score",24
"scores",2
"scoria",1
"scorn",1
"scorpion",20
"scorpions",4
"scotch_tape",1
"scout",3
"scouts",5
"scrabble",2
"scramble",3
"scrap",25
"scrapbook",2
"scrape",20
"scraper",10
"scrapers",1
"scrapes",3
"scrapie",2
"scraps",12
"scratch",148
"scratcher",2
"scratches",16
"scratchies",5
"scream",49
"screams",4
